Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
INV6003,29-07-2024,04-08-2024,2082.21,acctnt_6,04-08-2024,13002,Revenue - Consulting,Cloud Service Renewal,0,2082.21,353007
INV6004,03-08-2024,05-08-2024,3085.12,acctnt_3,05-08-2024,13003,Revenue - Consulting,Salary Expense,0,3085.12,356092
INV6005,03-08-2024,05-08-2024,2327.26,acctnt_1,05-08-2024,13004,Revenue - Consulting,Software Purchase,0,2327.26,358419
INV6006,29-07-2024,05-08-2024,1458.46,acctnt_4,05-08-2024,13005,Accounts Receivable,Office Rent,0,1458.46,359878
INV6007,31-07-2024,05-08-2024,4280.53,acctnt_5,05-08-2024,13006,Software Subscriptions,Client Payment,4280.53,0,355597
INV6008,05-08-2024,05-08-2024,2022.99,acctnt_2,05-08-2024,13007,Salaries Expense,Software Purchase,2022.99,0,353574
INV6009,04-08-2024,05-08-2024,3106.94,acctnt_4,05-08-2024,13008,Salaries Expense,Salary Expense,3106.94,0,350467
INV6010,05-08-2024,05-08-2024,3324.06,acctnt_4,05-08-2024,13009,Software Subscriptions,Software Purchase,3324.06,0,347143
INV6011,04-08-2024,05-08-2024,2450.92,acctnt_1,05-08-2024,13010,Office Rent,Office Rent,2450.92,0,344692
INV6012,01-08-2024,05-08-2024,2431.3,acctnt_5,05-08-2024,13011,Salaries Expense,Salary Expense,2431.3,0,342261
INV6013,03-08-2024,05-08-2024,1601.3,acctnt_2,05-08-2024,13012,Accounts Receivable,Invoice Payment,0,1601.3,343862
INV6014,03-08-2024,05-08-2024,1447.02,acctnt_4,05-08-2024,13013,Software Subscriptions,Cloud Service Renewal,1447.02,0,342415
INV6015,30-07-2024,05-08-2024,4780.45,acctnt_3,05-08-2024,13014,Salaries Expense,Invoice Payment,4780.45,0,337635
INV6016,01-08-2024,05-08-2024,4319.58,acctnt_2,05-08-2024,13015,Salaries Expense,Cloud Service Renewal,4319.58,0,333315
INV6017,04-08-2024,05-08-2024,1824.87,acctnt_2,05-08-2024,13016,Accounts Payable,Software Purchase,1824.87,0,331490
INV6018,29-07-2024,05-08-2024,1829.94,acctnt_1,05-08-2024,13017,Revenue - Consulting,Client Payment,0,1829.94,333320
INV6019,04-08-2024,05-08-2024,3692.55,acctnt_4,05-08-2024,13018,Salaries Expense,Salary Expense,3692.55,0,329628
INV6020,05-08-2024,05-08-2024,2005.78,acctnt_5,05-08-2024,13019,Revenue - Consulting,Cloud Service Renewal,0,2005.78,331633
INV6021,04-08-2024,05-08-2024,1073.4,acctnt_4,05-08-2024,13020,Revenue - Consulting,Software Purchase,0,1073.4,332707
INV6022,29-07-2024,05-08-2024,2761.59,acctnt_3,05-08-2024,13021,Salaries Expense,Salary Expense,2761.59,0,329945
INV6023,01-08-2024,05-08-2024,4049.4,acctnt_5,05-08-2024,13022,Office Rent,Maintenance Fee,4049.4,0,325896
INV6024,01-08-2024,05-08-2024,1418.54,acctnt_5,05-08-2024,13023,Software Subscriptions,Invoice Payment,1418.54,0,324477
INV6025,02-08-2024,05-08-2024,2248.38,acctnt_1,05-08-2024,13024,Salaries Expense,Maintenance Fee,2248.38,0,322229
INV6026,30-07-2024,05-08-2024,1848.43,acctnt_1,05-08-2024,13025,Salaries Expense,Cloud Service Renewal,1848.43,0,320380
INV6027,02-08-2024,05-08-2024,352.9,acctnt_3,05-08-2024,13026,Salaries Expense,Invoice Payment,352.9,0,320028
INV6028,29-07-2024,05-08-2024,727.07,acctnt_2,05-08-2024,13027,Equipment Purchase,Client Payment,727.07,0,319300
INV6029,31-07-2024,05-08-2024,4445.54,acctnt_2,05-08-2024,13028,Software Subscriptions,Invoice Payment,4445.54,0,314855
INV6030,03-08-2024,05-08-2024,2039.88,acctnt_2,05-08-2024,13029,Revenue - Software Sales,Invoice Payment,0,2039.88,316895
INV6031,06-08-2024,06-08-2024,2032.81,acctnt_5,06-08-2024,13030,Office Rent,Maintenance Fee,2032.81,0,314862
INV6032,03-08-2024,06-08-2024,3231.44,acctnt_3,06-08-2024,13031,Revenue - Consulting,Salary Expense,0,3231.44,318093
INV6033,03-08-2024,06-08-2024,403.9,acctnt_4,06-08-2024,13032,Revenue - Consulting,Client Payment,0,403.9,318497
INV6034,06-08-2024,06-08-2024,3720,acctnt_4,06-08-2024,13033,Salaries Expense,Cloud Service Renewal,3720,0,314777
INV6035,02-08-2024,06-08-2024,4815.1,acctnt_3,06-08-2024,13034,Equipment Purchase,Invoice Payment,4815.1,0,309962
INV6036,04-08-2024,06-08-2024,2806.56,acctnt_1,06-08-2024,13035,Salaries Expense,Office Rent,2806.56,0,307156
INV6037,06-08-2024,06-08-2024,1098.77,acctnt_4,06-08-2024,13036,Revenue - Software Sales,Client Payment,0,1098.77,308254
INV6038,05-08-2024,06-08-2024,1531.6,acctnt_6,06-08-2024,13037,Software Subscriptions,Equipment Purchase,1531.6,0,306723
INV6039,30-07-2024,06-08-2024,1557.02,acctnt_5,06-08-2024,13038,Revenue - Consulting,Equipment Purchase,0,1557.02,308280
INV6040,30-07-2024,06-08-2024,4136.41,acctnt_1,06-08-2024,13039,Revenue - Software Sales,Software Purchase,0,4136.41,312416
INV6041,01-08-2024,06-08-2024,3538.3,acctnt_4,06-08-2024,13040,Equipment Purchase,Salary Expense,3538.3,0,308878
INV6042,05-08-2024,06-08-2024,2438.24,acctnt_2,06-08-2024,13041,Accounts Payable,Equipment Purchase,2438.24,0,306440
INV6043,01-08-2024,06-08-2024,4591.06,acctnt_4,06-08-2024,13042,Salaries Expense,Software Purchase,4591.06,0,301849
INV6044,04-08-2024,06-08-2024,512.86,acctnt_4,06-08-2024,13043,Software Subscriptions,Client Payment,512.86,0,301336
INV6045,02-08-2024,06-08-2024,1431.49,acctnt_3,06-08-2024,13044,Accounts Payable,Client Payment,1431.49,0,299904
INV6046,31-07-2024,06-08-2024,4905.44,acctnt_4,06-08-2024,13045,Salaries Expense,Salary Expense,4905.44,0,294999
INV6047,02-08-2024,06-08-2024,3363.74,acctnt_5,06-08-2024,13046,Revenue - Consulting,Salary Expense,0,3363.74,298363
INV6048,04-08-2024,06-08-2024,1334.27,acctnt_4,06-08-2024,13047,Revenue - Consulting,Maintenance Fee,0,1334.27,299697
INV6049,02-08-2024,06-08-2024,3971.82,acctnt_4,06-08-2024,13048,Accounts Payable,Software Purchase,3971.82,0,295725
INV6050,05-08-2024,06-08-2024,2750.63,acctnt_3,06-08-2024,13049,Accounts Receivable,Maintenance Fee,0,2750.63,298476
INV6051,31-07-2024,06-08-2024,2780.62,acctnt_2,06-08-2024,13050,Accounts Receivable,Invoice Payment,0,2780.62,301256
INV6052,02-08-2024,06-08-2024,1178.87,acctnt_5,06-08-2024,13051,Revenue - Consulting,Cloud Service Renewal,0,1178.87,302435
INV6053,04-08-2024,06-08-2024,4364.2,acctnt_3,06-08-2024,13052,Salaries Expense,Invoice Payment,4364.2,0,298071
INV6054,01-08-2024,06-08-2024,2446.1,acctnt_6,06-08-2024,13053,Accounts Payable,Software Purchase,2446.1,0,295625
INV6055,31-07-2024,06-08-2024,3983.59,acctnt_1,06-08-2024,13054,Accounts Receivable,Invoice Payment,0,3983.59,299608
INV6056,03-08-2024,06-08-2024,2748.14,acctnt_4,06-08-2024,13055,Salaries Expense,Office Rent,2748.14,0,296860
INV6057,31-07-2024,06-08-2024,1415.92,acctnt_5,06-08-2024,13056,Equipment Purchase,Salary Expense,1415.92,0,295444
INV6058,04-08-2024,06-08-2024,2636.75,acctnt_6,06-08-2024,13057,Salaries Expense,Client Payment,2636.75,0,292808
INV6059,02-08-2024,06-08-2024,4308.2,acctnt_6,06-08-2024,13058,Revenue - Consulting,Client Payment,0,4308.2,297116
INV6060,01-08-2024,06-08-2024,995.39,acctnt_2,06-08-2024,13059,Salaries Expense,Maintenance Fee,995.39,0,296120
INV6061,04-08-2024,06-08-2024,233.91,acctnt_4,06-08-2024,13060,Salaries Expense,Salary Expense,233.91,0,295887
INV6062,01-08-2024,07-08-2024,2646.77,acctnt_4,07-08-2024,13061,Revenue - Consulting,Cloud Service Renewal,0,2646.77,298533
INV6063,03-08-2024,07-08-2024,4220.42,acctnt_4,07-08-2024,13062,Revenue - Consulting,Equipment Purchase,0,4220.42,302754
INV6064,03-08-2024,07-08-2024,585.6,acctnt_2,07-08-2024,13063,Revenue - Consulting,Software Purchase,0,585.6,303339
INV6065,07-08-2024,07-08-2024,2358.61,acctnt_4,07-08-2024,13064,Revenue - Consulting,Software Purchase,0,2358.61,305698
INV6066,01-08-2024,07-08-2024,4578.13,acctnt_1,07-08-2024,13065,Revenue - Consulting,Cloud Service Renewal,0,4578.13,310276
INV6067,31-07-2024,07-08-2024,3453.32,acctnt_2,07-08-2024,13066,Accounts Payable,Cloud Service Renewal,3453.32,0,306823
INV6068,06-08-2024,07-08-2024,4052.2,acctnt_2,07-08-2024,13067,Revenue - Software Sales,Client Payment,0,4052.2,310875
INV6069,02-08-2024,07-08-2024,2509.71,acctnt_1,07-08-2024,13068,Salaries Expense,Equipment Purchase,2509.71,0,308365
INV6070,04-08-2024,07-08-2024,2804.18,acctnt_2,07-08-2024,13069,Revenue - Consulting,Office Rent,0,2804.18,311169
INV6071,01-08-2024,07-08-2024,2499.29,acctnt_3,07-08-2024,13070,Salaries Expense,Cloud Service Renewal,2499.29,0,308670
INV6072,03-08-2024,07-08-2024,2487.65,acctnt_5,07-08-2024,13071,Revenue - Consulting,Maintenance Fee,0,2487.65,311158
INV6073,06-08-2024,07-08-2024,1020.8,acctnt_2,07-08-2024,13072,Revenue - Consulting,Invoice Payment,0,1020.8,312179
INV6074,01-08-2024,07-08-2024,115.89,acctnt_4,07-08-2024,13073,Salaries Expense,Software Purchase,115.89,0,312063
INV6075,03-08-2024,07-08-2024,4183.79,acctnt_6,07-08-2024,13074,Accounts Payable,Software Purchase,4183.79,0,307879
INV6076,05-08-2024,07-08-2024,2088.43,acctnt_3,07-08-2024,13075,Revenue - Consulting,Office Rent,0,2088.43,309967
INV6077,04-08-2024,07-08-2024,2259.95,acctnt_1,07-08-2024,13076,Revenue - Consulting,Software Purchase,0,2259.95,312227
INV6078,31-07-2024,07-08-2024,1533.55,acctnt_2,07-08-2024,13077,Revenue - Consulting,Equipment Purchase,0,1533.55,313761
INV6079,07-08-2024,07-08-2024,3910.36,acctnt_1,07-08-2024,13078,Revenue - Consulting,Invoice Payment,0,3910.36,317671
INV6080,07-08-2024,07-08-2024,3309.82,acctnt_6,07-08-2024,13079,Accounts Receivable,Salary Expense,0,3309.82,320981
INV6081,02-08-2024,07-08-2024,2081.82,acctnt_6,07-08-2024,13080,Revenue - Software Sales,Salary Expense,0,2081.82,323063
INV6082,07-08-2024,07-08-2024,1508.61,acctnt_3,07-08-2024,13081,Revenue - Consulting,Salary Expense,0,1508.61,324571
INV6083,03-08-2024,07-08-2024,2758.16,acctnt_6,07-08-2024,13082,Office Rent,Cloud Service Renewal,2758.16,0,321813
INV6084,02-08-2024,07-08-2024,330.29,acctnt_3,07-08-2024,13083,Revenue - Consulting,Maintenance Fee,0,330.29,322144
INV6085,07-08-2024,07-08-2024,1270.95,acctnt_6,07-08-2024,13084,Salaries Expense,Software Purchase,1270.95,0,320873
INV6086,07-08-2024,07-08-2024,728.18,acctnt_2,07-08-2024,13085,Revenue - Consulting,Client Payment,0,728.18,321601
INV6087,02-08-2024,08-08-2024,4723.12,acctnt_1,08-08-2024,13086,Equipment Purchase,Maintenance Fee,4723.12,0,316878
INV6088,04-08-2024,08-08-2024,2218.04,acctnt_5,08-08-2024,13087,Revenue - Software Sales,Maintenance Fee,0,2218.04,319096
INV6089,01-08-2024,08-08-2024,787.36,acctnt_5,08-08-2024,13088,Salaries Expense,Equipment Purchase,787.36,0,318308
INV6090,05-08-2024,08-08-2024,4746.95,acctnt_4,08-08-2024,13089,Revenue - Consulting,Software Purchase,0,4746.95,323055
INV6091,02-08-2024,08-08-2024,4240.99,acctnt_6,08-08-2024,13090,Revenue - Consulting,Invoice Payment,0,4240.99,327296
INV6092,05-08-2024,08-08-2024,3569.58,acctnt_1,08-08-2024,13091,Salaries Expense,Office Rent,3569.58,0,323727
INV6093,02-08-2024,08-08-2024,220.14,acctnt_3,08-08-2024,13092,Revenue - Consulting,Client Payment,0,220.14,323947
INV6094,06-08-2024,08-08-2024,1022.81,acctnt_1,08-08-2024,13093,Revenue - Consulting,Salary Expense,0,1022.81,324970
INV6095,05-08-2024,08-08-2024,455.8,acctnt_6,08-08-2024,13094,Revenue - Consulting,Salary Expense,0,455.8,325425
INV6096,04-08-2024,08-08-2024,377.82,acctnt_4,08-08-2024,13095,Salaries Expense,Maintenance Fee,377.82,0,325048
INV6097,08-08-2024,08-08-2024,4859.27,acctnt_6,08-08-2024,13096,Revenue - Consulting,Equipment Purchase,0,4859.27,329907
INV6098,02-08-2024,08-08-2024,954.57,acctnt_4,08-08-2024,13097,Salaries Expense,Equipment Purchase,954.57,0,328952
INV6099,08-08-2024,08-08-2024,1708.19,acctnt_3,08-08-2024,13098,Salaries Expense,Equipment Purchase,1708.19,0,327244
INV6100,03-08-2024,08-08-2024,1561.69,acctnt_5,08-08-2024,13099,Accounts Payable,Client Payment,1561.69,0,325682
INV6101,06-08-2024,08-08-2024,2909.63,acctnt_3,08-08-2024,13100,Salaries Expense,Client Payment,2909.63,0,322773
INV6102,03-08-2024,08-08-2024,802.05,acctnt_4,08-08-2024,13101,Software Subscriptions,Maintenance Fee,802.05,0,321971
INV6103,08-08-2024,08-08-2024,3175.64,acctnt_1,08-08-2024,13102,Accounts Receivable,Invoice Payment,0,3175.64,325146
INV6104,06-08-2024,08-08-2024,3879.5,acctnt_3,08-08-2024,13103,Salaries Expense,Maintenance Fee,3879.5,0,321267
INV6105,09-08-2024,09-08-2024,4842.36,acctnt_1,09-08-2024,13104,Revenue - Consulting,Cloud Service Renewal,0,4842.36,326109
INV6106,06-08-2024,09-08-2024,193.73,acctnt_1,09-08-2024,13105,Accounts Receivable,Maintenance Fee,0,193.73,326303
INV6107,04-08-2024,09-08-2024,4174.95,acctnt_2,09-08-2024,13106,Revenue - Consulting,Salary Expense,0,4174.95,330478
INV6108,09-08-2024,09-08-2024,4387.98,acctnt_6,09-08-2024,13107,Office Rent,Cloud Service Renewal,4387.98,0,326090
INV6109,02-08-2024,09-08-2024,3308.08,acctnt_1,09-08-2024,13108,Revenue - Software Sales,Office Rent,0,3308.08,329398
INV6110,07-08-2024,09-08-2024,2676.92,acctnt_1,09-08-2024,13109,Revenue - Consulting,Equipment Purchase,0,2676.92,332075
INV6111,04-08-2024,09-08-2024,1492.47,acctnt_2,09-08-2024,13110,Accounts Payable,Salary Expense,1492.47,0,330583
INV6112,03-08-2024,09-08-2024,3462.82,acctnt_3,09-08-2024,13111,Accounts Receivable,Maintenance Fee,0,3462.82,334045
INV6113,09-08-2024,09-08-2024,757.85,acctnt_4,09-08-2024,13112,Revenue - Consulting,Client Payment,0,757.85,334803
INV6114,07-08-2024,09-08-2024,190.1,acctnt_1,09-08-2024,13113,Revenue - Consulting,Cloud Service Renewal,0,190.1,334993
INV6115,09-08-2024,09-08-2024,1600.3,acctnt_1,09-08-2024,13114,Office Rent,Salary Expense,1600.3,0,333393
INV6116,06-08-2024,09-08-2024,2568.49,acctnt_2,09-08-2024,13115,Revenue - Software Sales,Salary Expense,0,2568.49,335961
INV6117,04-08-2024,09-08-2024,1355.04,acctnt_2,09-08-2024,13116,Accounts Receivable,Maintenance Fee,0,1355.04,337317
INV6118,08-08-2024,09-08-2024,1775.2,acctnt_1,09-08-2024,13117,Accounts Receivable,Client Payment,0,1775.2,339092
INV6119,04-08-2024,09-08-2024,2662.67,acctnt_4,09-08-2024,13118,Salaries Expense,Office Rent,2662.67,0,336429
INV6120,03-08-2024,09-08-2024,2343.82,acctnt_6,09-08-2024,13119,Office Rent,Equipment Purchase,2343.82,0,334085
INV6121,05-08-2024,09-08-2024,3180.91,acctnt_4,09-08-2024,13120,Office Rent,Cloud Service Renewal,3180.91,0,330904
INV6122,07-08-2024,09-08-2024,4147.59,acctnt_2,09-08-2024,13121,Revenue - Consulting,Invoice Payment,0,4147.59,335052
INV6123,06-08-2024,09-08-2024,2136.59,acctnt_2,09-08-2024,13122,Salaries Expense,Client Payment,2136.59,0,332915
INV6124,06-08-2024,09-08-2024,3962.27,acctnt_4,09-08-2024,13123,Salaries Expense,Equipment Purchase,3962.27,0,328953
INV6125,02-08-2024,09-08-2024,2743.27,acctnt_1,09-08-2024,13124,Salaries Expense,Cloud Service Renewal,2743.27,0,326210
INV6126,02-08-2024,09-08-2024,4182.06,acctnt_3,09-08-2024,13125,Revenue - Consulting,Salary Expense,0,4182.06,330392
INV6127,06-08-2024,09-08-2024,2687.7,acctnt_4,09-08-2024,13126,Salaries Expense,Client Payment,2687.7,0,327704
INV6128,05-08-2024,09-08-2024,596.34,acctnt_4,09-08-2024,13127,Revenue - Consulting,Salary Expense,0,596.34,328300
INV6129,02-08-2024,09-08-2024,946.61,acctnt_5,09-08-2024,13128,Revenue - Consulting,Client Payment,0,946.61,329247
INV6130,05-08-2024,09-08-2024,1848.09,acctnt_5,09-08-2024,13129,Salaries Expense,Cloud Service Renewal,1848.09,0,327399
INV6131,08-08-2024,09-08-2024,1607.56,acctnt_4,09-08-2024,13130,Revenue - Consulting,Office Rent,0,1607.56,329007
INV6132,07-08-2024,09-08-2024,3615.36,acctnt_2,09-08-2024,13131,Salaries Expense,Client Payment,3615.36,0,325391
INV6133,05-08-2024,10-08-2024,2840.98,acctnt_2,10-08-2024,13132,Equipment Purchase,Invoice Payment,2840.98,0,322550
INV6134,05-08-2024,10-08-2024,4738.79,acctnt_2,10-08-2024,13133,Accounts Receivable,Client Payment,0,4738.79,327289
INV6135,04-08-2024,10-08-2024,4846.35,acctnt_5,10-08-2024,13134,Revenue - Software Sales,Invoice Payment,0,4846.35,332135
INV6136,08-08-2024,10-08-2024,4578.74,acctnt_3,10-08-2024,13135,Revenue - Consulting,Equipment Purchase,0,4578.74,336714
INV6137,08-08-2024,10-08-2024,869.61,acctnt_2,10-08-2024,13136,Revenue - Consulting,Client Payment,0,869.61,337584
INV6138,08-08-2024,10-08-2024,4252.8,acctnt_4,10-08-2024,13137,Salaries Expense,Invoice Payment,4252.8,0,333331
INV6139,07-08-2024,10-08-2024,2358.4,acctnt_1,10-08-2024,13138,Salaries Expense,Software Purchase,2358.4,0,330973
INV6140,03-08-2024,10-08-2024,2913.02,acctnt_1,10-08-2024,13139,Revenue - Software Sales,Client Payment,0,2913.02,333886
INV6141,03-08-2024,10-08-2024,370.8,acctnt_3,10-08-2024,13140,Accounts Payable,Maintenance Fee,370.8,0,333515
INV6142,10-08-2024,10-08-2024,3095.15,acctnt_2,10-08-2024,13141,Salaries Expense,Cloud Service Renewal,3095.15,0,330420
INV6143,03-08-2024,10-08-2024,2342.05,acctnt_4,10-08-2024,13142,Revenue - Consulting,Salary Expense,0,2342.05,332762
INV6144,04-08-2024,10-08-2024,4251.07,acctnt_4,10-08-2024,13143,Revenue - Consulting,Invoice Payment,0,4251.07,337013
INV6145,07-08-2024,10-08-2024,155.93,acctnt_2,10-08-2024,13144,Office Rent,Invoice Payment,155.93,0,336857
INV6146,09-08-2024,10-08-2024,3363.9,acctnt_4,10-08-2024,13145,Revenue - Consulting,Equipment Purchase,0,3363.9,340221
INV6147,10-08-2024,10-08-2024,3621.43,acctnt_3,10-08-2024,13146,Salaries Expense,Salary Expense,3621.43,0,336599
INV6148,06-08-2024,10-08-2024,1557.14,acctnt_1,10-08-2024,13147,Salaries Expense,Maintenance Fee,1557.14,0,335042
INV6149,10-08-2024,10-08-2024,1860.32,acctnt_4,10-08-2024,13148,Accounts Payable,Salary Expense,1860.32,0,333182
INV6150,06-08-2024,10-08-2024,1864.13,acctnt_1,10-08-2024,13149,Accounts Payable,Software Purchase,1864.13,0,331318
INV6151,07-08-2024,10-08-2024,4613.64,acctnt_5,10-08-2024,13150,Accounts Payable,Client Payment,4613.64,0,326704
INV6152,09-08-2024,10-08-2024,3103.29,acctnt_6,10-08-2024,13151,Revenue - Consulting,Office Rent,0,3103.29,329807
INV6153,04-08-2024,10-08-2024,4733.24,acctnt_4,10-08-2024,13152,Revenue - Software Sales,Maintenance Fee,0,4733.24,334541
INV6154,09-08-2024,10-08-2024,1193.03,acctnt_4,10-08-2024,13153,Accounts Receivable,Maintenance Fee,0,1193.03,335734
INV6155,07-08-2024,10-08-2024,2715.44,acctnt_5,10-08-2024,13154,Salaries Expense,Client Payment,2715.44,0,333018
INV6156,07-08-2024,10-08-2024,2697.21,acctnt_2,10-08-2024,13155,Revenue - Consulting,Maintenance Fee,0,2697.21,335715
INV6157,09-08-2024,11-08-2024,281.83,acctnt_1,11-08-2024,13156,Accounts Payable,Cloud Service Renewal,281.83,0,335434
INV6158,07-08-2024,11-08-2024,3272.02,acctnt_4,11-08-2024,13157,Revenue - Consulting,Cloud Service Renewal,0,3272.02,338706
INV6159,11-08-2024,11-08-2024,1139.47,acctnt_6,11-08-2024,13158,Salaries Expense,Software Purchase,1139.47,0,337566
INV6160,10-08-2024,11-08-2024,1679.36,acctnt_2,11-08-2024,13159,Revenue - Consulting,Client Payment,0,1679.36,339245
INV6161,08-08-2024,11-08-2024,3392.93,acctnt_5,11-08-2024,13160,Revenue - Consulting,Maintenance Fee,0,3392.93,342638
INV6162,07-08-2024,11-08-2024,1384.55,acctnt_6,11-08-2024,13161,Revenue - Consulting,Equipment Purchase,0,1384.55,344023
INV6163,10-08-2024,11-08-2024,4211.44,acctnt_2,11-08-2024,13162,Software Subscriptions,Invoice Payment,4211.44,0,339811
INV6164,05-08-2024,11-08-2024,322.03,acctnt_3,11-08-2024,13163,Office Rent,Office Rent,322.03,0,339489
INV6165,05-08-2024,11-08-2024,4757.54,acctnt_2,11-08-2024,13164,Salaries Expense,Office Rent,4757.54,0,334732
INV6166,06-08-2024,11-08-2024,3860.73,acctnt_5,11-08-2024,13165,Revenue - Consulting,Cloud Service Renewal,0,3860.73,338593
INV6167,04-08-2024,11-08-2024,597.69,acctnt_3,11-08-2024,13166,Office Rent,Office Rent,597.69,0,337995
INV6168,07-08-2024,11-08-2024,4318.29,acctnt_6,11-08-2024,13167,Salaries Expense,Software Purchase,4318.29,0,333677
INV6169,06-08-2024,11-08-2024,3868.63,acctnt_2,11-08-2024,13168,Accounts Receivable,Equipment Purchase,0,3868.63,337545
INV6170,09-08-2024,11-08-2024,341.16,acctnt_3,11-08-2024,13169,Accounts Receivable,Salary Expense,0,341.16,337886
INV6171,05-08-2024,11-08-2024,2245.71,acctnt_1,11-08-2024,13170,Salaries Expense,Cloud Service Renewal,2245.71,0,335641
INV6172,08-08-2024,11-08-2024,3639.69,acctnt_2,11-08-2024,13171,Revenue - Consulting,Maintenance Fee,0,3639.69,339280
INV6173,07-08-2024,11-08-2024,1623.52,acctnt_5,11-08-2024,13172,Equipment Purchase,Office Rent,1623.52,0,337657
INV6174,11-08-2024,11-08-2024,2963.83,acctnt_5,11-08-2024,13173,Salaries Expense,Salary Expense,2963.83,0,334693
INV6175,08-08-2024,11-08-2024,3872.03,acctnt_2,11-08-2024,13174,Revenue - Consulting,Salary Expense,0,3872.03,338565
INV6176,09-08-2024,11-08-2024,2271.88,acctnt_2,11-08-2024,13175,Revenue - Software Sales,Invoice Payment,0,2271.88,340837
INV6177,07-08-2024,11-08-2024,1193.83,acctnt_2,11-08-2024,13176,Software Subscriptions,Salary Expense,1193.83,0,339643
INV6178,07-08-2024,11-08-2024,4123.53,acctnt_5,11-08-2024,13177,Salaries Expense,Client Payment,4123.53,0,335520
INV6179,05-08-2024,11-08-2024,1921.68,acctnt_2,11-08-2024,13178,Software Subscriptions,Software Purchase,1921.68,0,333598
INV6180,05-08-2024,11-08-2024,1988.4,acctnt_4,11-08-2024,13179,Equipment Purchase,Invoice Payment,1988.4,0,331610
INV6181,04-08-2024,11-08-2024,2351.85,acctnt_3,11-08-2024,13180,Revenue - Consulting,Invoice Payment,0,2351.85,333961
INV6182,05-08-2024,11-08-2024,647.27,acctnt_6,11-08-2024,13181,Salaries Expense,Equipment Purchase,647.27,0,333314
INV6183,10-08-2024,11-08-2024,2091.37,acctnt_4,11-08-2024,13182,Accounts Payable,Cloud Service Renewal,2091.37,0,331223
INV6184,09-08-2024,11-08-2024,4760.68,acctnt_2,11-08-2024,13183,Revenue - Software Sales,Software Purchase,0,4760.68,335983
